objid,name_prefix,name,ra,declination,redshift,typeid,type,reporting_groupid,reporting_group,source_groupid,source_group,discoverydate,discoverymag,discmagfilter,filter,reporters,time_received,internal_names,Discovery_ADS_bibcode,Class_ADS_bibcodes,creationdate,lastmodified
119838,SN,2022aaah,332.92293333333333,-35.37994167,0.0313,,SN Ia-91T-like,,ATLAS,,ATLAS,2022/11/7 18:31,18.162,orange-ATLAS,orange-ATLAS,,,ATLAS22blqz,None,None,,
119847,SN,2022aaaq,37.09912083333334,-20.9068,0.086,,SN Ia,,"ATLAS, ZTF, Pan-STARRS",,"ATLAS, ZTF, Pan-STARRS",2022/11/11 22:20,18.391,orange-ATLAS,orange-ATLAS,,,ATLAS22blsf,None,None,,
119854,SN,2022aaaw,16.54435416666667,1.3619166666666667,0.045,,SN Ia,,"ZTF, YSE, ATLAS",,"ZTF, Pan-STARRS, ATLAS",2022/11/11 6:44,18.4,r-ZTF,r-ZTF,,,ZTF22abtextj,None,None,,
119855,SN,2022aaax,349.2564041666667,34.60256666666667,0.061645,,SN Ia,,ZTF,,ZTF,2022/11/11 3:15,19.12,r-ZTF,r-ZTF,,,ZTF22abtciik,None,None,,
119894,SN,2022aack,118.12849583333335,-52.28741389,0.044,,SN Ia,,ATLAS,,ATLAS,2022/11/5 7:13,18.898,orange-ATLAS,orange-ATLAS,,,ATLAS22blso,None,None,,
119900,SN,2022aacq,189.35445833333333,-5.407019444,0.047,,SN Ia,,"ZTF, ATLAS, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/12 13:01,17.94,r-ZTF,r-ZTF,,,ZTF22abtkkxz,None,None,,
119902,SN,2022aacs,204.6081625,24.746675,0.067,,SN Ia,,"ZTF, ATLAS",,"ZTF, ATLAS",2022/11/12 12:50,19.76,r-ZTF,r-ZTF,,,ZTF22abtkkgo,None,None,,
119907,SN,2022aacx,167.91287916666667,37.094858333333335,0.072683,,SN Ia,,"ZTF, Pan-STARRS, ATLAS, Fink",,"ZTF, Pan-STARRS, ATLAS",2022/11/10 11:49,19.68,r-ZTF,r-ZTF,,,ZTF22abtootl,None,None,,
119911,SN,2022aadb,341.1715666666667,21.149230555555555,0.063,,SN Ia,,"ZTF, ATLAS, YSE",,"ZTF, ATLAS, Pan-STARRS",2022/11/11 3:56,20.1,r-ZTF,r-ZTF,,,ZTF22abtdoxf,None,None,,
119917,SN,2022aadh,31.632350000000002,-2.721175,0.076,,SN Ia,,"ATLAS, YSE, Pan-STARRS",,"ATLAS, Pan-STARRS",2022/11/13 10:47,18.792,orange-ATLAS,orange-ATLAS,,,ATLAS22bltv,None,None,,
119919,SN,2022aadj,57.4381,-42.78834722,0.073,,SN Ia,,ATLAS,,ATLAS,2022/11/13 6:27,18.952,orange-ATLAS,orange-ATLAS,,,ATLAS22blua,None,None,,
119921,SN,2022aadl,210.18045416666666,20.606291666666667,0.027844,,SN Ia,,ALeRCE,,ZTF,2022/11/13 13:13,17.1537,r-ZTF,r-ZTF,,,ZTF22abtowei,None,None,,
119924,SN,2022aado,65.66127916666666,-1.938380556,0.097,,SN Ia,,"ALeRCE, ATLAS, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/11 7:59,19.1886,r-ZTF,r-ZTF,,,ZTF22abtnuch,None,None,,
119927,SN,2022aadr,18.903591666666667,15.541297222222223,0.085,,SN Ia,,"ALeRCE, Pan-STARRS",,"ZTF, Pan-STARRS",2022/11/13 5:16,20.0745,g-ZTF,g-ZTF,,,ZTF22abtlsxw,None,None,,
119990,SN,2022aagc,351.7900833333333,-0.065566667,0.0832,,SN Ia-91T-like,,"YSE, ZTF, ATLAS, Pan-STARRS, Fink",,"Pan-STARRS, ZTF, ATLAS",2022/11/14 5:01,20.08,r-P1,r-P1,,,PS22lgu,None,None,,
120004,SN,2022aagq,257.30149166666666,40.92014444444444,0.027619,,SN Ia,,"ALeRCE, ATLAS",,"ZTF, ATLAS",2022/11/14 3:22,18.0307,g-ZTF,g-ZTF,,,ZTF22abtpejn,None,None,,
120005,SN,2022aagr,176.1371125,21.57661388888889,0.067029,,SN Ia,,"ZTF, ATLAS",,"ZTF, ATLAS",2022/11/6 11:58,19.12,g-ZTF,g-ZTF,,,ZTF22abtbjbo,None,None,,
120023,SN,2022aahj,117.03607083333333,48.046438888888886,0.080009,,SN Ia,,"ALeRCE, ATLAS, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/14 11:13,19.3645,g-ZTF,g-ZTF,,,ZTF22abtslvh,None,None,,
120039,SN,2022aahz,186.47771666666665,6.750816666666666,0.07,,SN Ia,,"ZTF, YSE, ATLAS",,"ZTF, Pan-STARRS, ATLAS",2022/11/12 12:44,19.84,r-ZTF,r-ZTF,,,ZTF22abtotgu,None,None,,
120045,SN,2022aaif,279.53961666666663,66.85975833333333,0.0496,,SN Ia,,"ATLAS, ZTF, Fink",,"ATLAS, ZTF",2022/11/14 5:47,18.542,cyan-ATLAS,cyan-ATLAS,,,ATLAS22blwi,None,None,,
120049,SN,2022aaij,185.1652,-9.624211111,0.055,,SN Ia,,ZTF,,ZTF,2022/11/13 13:06,18.27,r-ZTF,r-ZTF,,,ZTF22abtoves,None,None,,
120052,SN,2022aaim,331.0206166666667,8.688208333333334,0.11,,SN Ia,,"ATLAS, Pan-STARRS",,"ATLAS, Pan-STARRS",2022/11/13 6:53,19.008,orange-ATLAS,orange-ATLAS,,,ATLAS22blxq,None,None,,
120056,SN,2022aaiq,216.63337916666669,56.58421388888889,0.006484,,SN Ia,,"ZTF, ATLAS, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/15 1:22,16,Clear-,Clear-,,,,None,None,,
120062,SN,2022aaiw,92.54654583333333,-27.59810278,0.055,,SN Ia,,"ATLAS, ZTF",,"ATLAS, ZTF",2022/11/14 5:48,18.414,orange-ATLAS,orange-ATLAS,,,ATLAS22blxw,None,None,,
120065,SN,2022aaiz,75.28219166666666,6.511211111111111,0.078,,SN Ia,,ATLAS,,ATLAS,2022/11/14 1:12,18.425,orange-ATLAS,orange-ATLAS,,,ATLAS22blyb,None,None,,
120079,SN,2022aajn,107.06482083333334,21.072602777777778,0.043,,SN Ia,,"ALeRCE, ATLAS, Fink, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/15 9:49,18.846,r-ZTF,r-ZTF,,,ZTF22abtybkh,None,None,,
120086,SN,2022aaju,324.85490416666664,0.8209,0.086,,SN Ia,,"ALeRCE, ATLAS, Fink",,"ZTF, ATLAS",2022/11/13 4:00,20.3987,g-ZTF,g-ZTF,,,ZTF22abttupc,None,None,,
120095,SN,2022aakd,132.43369166666665,-11.30144167,0.11,,SN Ia,,"ZTF, ATLAS",,"ZTF, ATLAS",2022/11/14 9:34,19.27,r-ZTF,r-ZTF,,,ZTF22abtsqjo,None,None,,
120098,SN,2022aakg,47.9481,-15.76862222,0.085,,SN Ia,,"ZTF, ATLAS, YSE, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/14 6:05,19.42,g-ZTF,g-ZTF,,,ZTF18abzzkyg,None,None,,
120125,SN,2022aalh,2.4780124999999997,-74.81826667,0.057,,SN Ia,,ATLAS,,ATLAS,2022/11/14 20:10,18.302,cyan-ATLAS,cyan-ATLAS,,,ATLAS22blyy,None,None,,
120158,SN,2022aamo,126.22968333333334,29.942080555555556,0.07651,,SN Ia,,"ZTF, ATLAS, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/16 9:38,18.66,g-ZTF,g-ZTF,,,ZTF22abueufz,None,None,,
120170,SN,2022aana,338.6450125,-27.48660556,0.04,,SN Ia-pec,,"ZTF, ATLAS",,"ZTF, ATLAS",2022/11/14 3:59,18.94,g-ZTF,g-ZTF,,,ZTF22abtprtn,None,None,,
120176,SN,2022aanf,62.290104166666666,17.11640277777778,0.024,,SN Ia,,"ATLAS, Pan-STARRS",,"ATLAS, Pan-STARRS",2022/11/16 11:09,19.138,orange-ATLAS,orange-ATLAS,,,ATLAS22bmaa,None,None,,
120183,SN,2022aanm,61.86001666666665,-22.29558889,0.089,,SN Ia,,"ATLAS, Pan-STARRS",,"ATLAS, Pan-STARRS",2022/11/16 23:13,19.568,cyan-ATLAS,cyan-ATLAS,,,ATLAS22bmaj,None,None,,
120194,SN,2022aanx,83.77179583333333,-66.12271111,0.024,,SN Ia,,ATLAS,,ATLAS,2022/11/17 5:45,17.798,orange-ATLAS,orange-ATLAS,,,ATLAS22bmct,None,None,,
120195,SN,2022aany,336.08639999999997,26.442352777777778,0.074,,SN Ia,,"ATLAS, ZTF",,"ATLAS, ZTF",2022/11/17 6:42,19.162,cyan-ATLAS,cyan-ATLAS,,,ATLAS22bmcz,None,None,,
120203,SN,2022aaog,13.908841666666666,-7.000786111,0.05,,SN Ia,,"ATLAS, ZTF, Pan-STARRS",,"ATLAS, ZTF, Pan-STARRS",2022/11/16 2:42,19.082,orange-ATLAS,orange-ATLAS,,,ATLAS22bmdt,None,None,,
120206,SN,2022aaoj,133.94485416666666,36.068963888888895,0.077313,,SN Ia,,"ZTF, Fink, Pan-STARRS",,"ZTF, Pan-STARRS",2022/11/17 9:43,18.8,r-ZTF,r-ZTF,,,ZTF22abulmbx,None,None,,
120207,SN,2022aaok,138.75347499999998,22.589555555555556,0.027214,,SN Ia-91bg-like,,"ZTF, ATLAS, Fink, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/17 9:50,18.92,r-ZTF,r-ZTF,,,ZTF22abunjts,None,None,,
120222,SN,2022aaoz,13.263475,39.02639166666667,0.057,,SN Ia,,"ZTF, ATLAS, Fink",,"ZTF, ATLAS",2022/11/15 5:12,19.99,g-ZTF,g-ZTF,,,ZTF22abtvkgk,None,None,,
120223,SN,2022aapa,6.018270833333333,31.160830555555552,0.089,,SN Ia,,"ZTF, ATLAS, YSE, Pan-STARRS, Fink",,"ZTF, ATLAS, Pan-STARRS",2022/11/15 4:58,20.51,g-ZTF,g-ZTF,,,ZTF22abtvgfs,None,None,,
120233,SN,2022aapj,340.0783125,-20.96180833,0.093,,SN Ia,,"ATLAS, ZTF",,"ATLAS, ZTF",2022/11/18 1:06,18.832,orange-ATLAS,orange-ATLAS,,,ATLAS22bmey,None,None,,
120234,SN,2022aapk,35.394508333333334,-11.87701111,0.09,,SN Ia,,"ATLAS, Pan-STARRS",,"ATLAS, Pan-STARRS",2022/11/15 10:00,19.238,orange-ATLAS,orange-ATLAS,,,ATLAS22bmfe,None,None,,
120235,SN,2022aapl,38.66903333333333,-26.22960278,0.0575,,SN Ia,,"ATLAS, Pan-STARRS, YSE",,"ATLAS, Pan-STARRS",2022/11/15 2:59,19.045,orange-ATLAS,orange-ATLAS,,,ATLAS22bmfh,None,None,,
120238,SN,2022aapo,110.66640833333332,45.05116666666667,0.082,,SN Ia,,"Pan-STARRS, ZTF, ATLAS, Fink",,"Pan-STARRS, ZTF, ATLAS",2022/11/17 14:31,19.65,w-P1,w-P1,,,PS22lir,None,None,,
120246,SN,2022aapw,28.7398375,18.361480555555556,0.08,,SN Ia,,"Pan-STARRS, ATLAS, ZTF, Fink",,"Pan-STARRS, ATLAS, ZTF",2022/11/17 5:40,20.59,w-P1,w-P1,,,PS22lja,None,None,,
120295,SN,2022aart,119.86858749999999,3.1560166666666665,0.059,,SN Ia,,"ZTF, ATLAS, Fink",,"ZTF, ATLAS",2022/11/14 10:59,20.08,g-ZTF,g-ZTF,,,ZTF22abuygtu,None,None,,
120323,SN,2022aasv,142.3092625,26.793758333333336,0.05,,SN Ia,,"ALeRCE, ATLAS",,"ZTF, ATLAS",2022/11/18 12:11,18.3275,g-ZTF,g-ZTF,,,ZTF22abvasxc,None,None,,
120366,SN,2022aaum,8.898341666666667,2.1691944444444444,0.084,,SN Ia,,"ALeRCE, ATLAS, Fink",,"ZTF, ATLAS",2022/11/15 5:29,20.4582,g-ZTF,g-ZTF,,,ZTF22abvciba,None,None,,
120444,SN,2022aaxm,143.1117875,29.005736111111112,0.041,,SN Ia,,"ATLAS, ZTF, Pan-STARRS",,"ATLAS, ZTF, Pan-STARRS",2022/11/19 13:57,18.301,orange-ATLAS,orange-ATLAS,,,ATLAS22bmgu,None,None,,
120448,SN,2022aaxq,355.20697083333334,-10.71508333,0.09,,SN Ia,,"ATLAS, Pan-STARRS, ZTF",,"ATLAS, Pan-STARRS, ZTF",2022/11/19 8:18,19.307,cyan-ATLAS,cyan-ATLAS,,,ATLAS22bmhb,None,None,,
120449,SN,2022aaxr,339.73311666666666,11.644108333333334,0.07,,SN Ia,,"ATLAS, ZTF, Pan-STARRS",,"ATLAS, ZTF, Pan-STARRS",2022/11/17 6:13,19.033,orange-ATLAS,orange-ATLAS,,,ATLAS22bmhc,None,None,,
120512,SN,2022abab,195.61328333333333,75.39571388888889,0.03,,SN Ia,,ZTF,,ZTF,2022/11/20 11:52,17.6038,r-ZTF,r-ZTF,,,ZTF22abtoqfj,None,None,,
120570,SN,2022abcg,117.0901125,18.638355555555556,0.044,,SN Ia,,"ZTF, ATLAS, Fink, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/18 11:36,19.96,r-ZTF,r-ZTF,,,ZTF22abvaggn,None,None,,
120581,SN,2022abcq,32.762616666666666,36.481297222222224,0.044,,SN Ia,,ZTF,,ZTF,2022/11/19 7:26,18.55,g-ZTF,g-ZTF,,,ZTF22abveefy,None,None,,
120587,SN,2022abcv,146.80815416666667,53.820100000000004,0.037573,,SN Ia,,"ZTF, ATLAS, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/20 8:52,20.2152,g-ZTF,g-ZTF,,,ZTF22abvkkgu,None,None,,
120599,SN,2022abdh,129.7835625,-8.863322222,0.0199,,SN Ia,,"ZTF, ATLAS, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/21 10:30,18.48,g-ZTF,g-ZTF,,,ZTF22abvkpbj,None,None,,
120624,SN,2022abeg,0.4391875,8.443497222222222,0.093,,SN Ia,,"ALeRCE, Fink",,ZTF,2022/11/19 6:39,20.2223,g-ZTF,g-ZTF,,,ZTF22abvnonf,None,None,,
120647,SN,2022abfd,174.02012916666666,29.698430555555557,0.068184,,SN Ia,,"ZTF, ATLAS",,"ZTF, ATLAS",2022/11/21 10:20,19.38,g-ZTF,g-ZTF,,,ZTF18aajkcdn,None,None,,
120652,SN,2022abfi,16.934316666666664,32.44477222222222,0.11,,SN Ia,,"ZTF, ATLAS, Pan-STARRS, Fink",,"ZTF, ATLAS, Pan-STARRS",2022/11/19 4:53,20.26,r-ZTF,r-ZTF,,,ZTF22abvdwik,None,None,,
120676,SN,2022abgg,35.75366666666666,-9.197,0.069,,SN Ia,,"ATLAS, ZTF, Pan-STARRS",,"ATLAS, ZTF, Pan-STARRS",2022/11/22 3:58,19.066,orange-ATLAS,orange-ATLAS,,,ATLAS22bmnr,None,None,,
120707,SN,2022abhl,325.0668791666667,-9.431363889,0.071,,SN Ia,,"ALeRCE, ATLAS",,"ZTF, ATLAS",2022/11/22 3:05,18.967,r-ZTF,r-ZTF,,,ZTF22abvyljf,None,None,,
120719,SN,2022abhx,48.577400000000004,46.029199999999996,0.025,,SN Ia,,"ZTF, ATLAS, Fink",,"ZTF, ATLAS",2022/11/23 5:51,19.05,r-ZTF,r-ZTF,,,ZTF22abwmnow,None,None,,
120723,SN,2022abib,356.141,21.937830555555557,0.018,,SN Ia-91T-like,,"ATLAS, GaiaAlerts",,"ATLAS, GaiaAlerts",2022/11/23 7:11,19.402,orange-ATLAS,orange-ATLAS,,,ATLAS22bmph,None,None,,
120724,SN,2022abic,44.78870833333333,-4.471219444,0.0146,,SN Ia,,"ATLAS, Pan-STARRS, GaiaAlerts",,"ATLAS, Pan-STARRS, GaiaAlerts",2022/11/23 9:13,18.526,cyan-ATLAS,cyan-ATLAS,,,ATLAS22bmrj,None,None,,
120725,SN,2022abid,31.831166666666665,-25.4407,0.01478,,SN Ia,,"ATLAS, ALeRCE, Pan-STARRS, GaiaAlerts",,"ATLAS, ZTF, Pan-STARRS, GaiaAlerts",2022/11/23 2:50,17.4,orange-ATLAS,orange-ATLAS,,,ATLAS22bmpi,None,None,,
120732,SN,2022abik,318.0647625,13.019158333333333,0.0276,,SN Ia,,"ATLAS, YSE",,"ATLAS, Pan-STARRS",2022/11/23 4:48,18.343,cyan-ATLAS,cyan-ATLAS,,,ATLAS22bmqd,None,None,,
120736,SN,2022abio,356.63309166666664,-52.53763611,0.063,,SN Ia-pec,,ATLAS,,ATLAS,2022/11/22 19:31,18.56,cyan-ATLAS,cyan-ATLAS,,,ATLAS22bmqo,None,None,,
120743,SN,2022abiv,176.73834583333337,-3.6444,0.051,,SN Ia,,"ALeRCE, ATLAS, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/21 13:27,19.1897,r-ZTF,r-ZTF,,,ZTF22abwuaru,None,None,,
120750,SN,2022abjc,338.2682916666667,25.69293888888889,0.11,,SN Ia,,ALeRCE,,ZTF,2022/11/23 3:53,20.3869,r-ZTF,r-ZTF,,,ZTF22abwlapx,None,None,,
120761,SN,2022abjn,70.773425,-12.45389167,0.055,,SN Ia,,"ATLAS, ZTF, Pan-STARRS, Fink",,"ATLAS, ZTF, Pan-STARRS",2022/11/23 11:41,19.163,cyan-ATLAS,cyan-ATLAS,,,ATLAS22bmrh,None,None,,
120762,SN,2022abjo,159.81125833333334,19.03163611111111,0.0557,,SN Ia,,"ATLAS, Pan-STARRS",,"ATLAS, Pan-STARRS",2022/11/23 14:49,18.36,orange-ATLAS,orange-ATLAS,,,ATLAS22bmri,None,None,,
120786,SN,2022abkl,9.846687500000002,-0.924986111,0.089,,SN Ia,,"ZTF, ATLAS, Fink",,"ZTF, ATLAS",2022/11/24 3:10,19.7,g-ZTF,g-ZTF,,,ZTF22abwvcwq,None,None,,
120822,SN,2022ablu,20.029554166666664,42.71686388888889,0.061,,SN Ia,,"ALeRCE, ATLAS, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/24 3:16,18.9698,g-ZTF,g-ZTF,,,ZTF22abvpklt,None,None,,
120859,SN,2022abnf,138.05457083333332,8.134994444444445,0.069462,,SN Ia,,"Pan-STARRS, ATLAS, ZTF, Fink",,"Pan-STARRS, ATLAS, ZTF",2022/11/23 13:13,19.89,w-P1,w-P1,,,PS22ltm,None,None,,
120892,SN,2022abom,55.28808333333334,-2.848569444,0.036,,SN Ia-91bg-like,,"Pan-STARRS, ATLAS, ZTF, GaiaAlerts",,"Pan-STARRS, ATLAS, ZTF, GaiaAlerts",2022/11/24 9:57,20.48,w-P1,w-P1,,,PS22luo,None,None,,
121009,SN,2022absz,74.390825,-7.639477778,0.086,,SN Ia,,"ZTF, Pan-STARRS, Fink",,"ZTF, Pan-STARRS",2022/11/21 8:08,19.98,r-ZTF,r-ZTF,,,ZTF22abwqedu,None,None,,
121081,SN,2022abvt,22.680983333333334,-31.51442222,0.0303,,SN Ia,,ATLAS,,ATLAS,2022/11/26 2:00,18.811,orange-ATLAS,orange-ATLAS,,,ATLAS22bnbm,None,None,,
121096,SN,2022abwi,65.55019583333332,85.83774444444444,0.006,,SN Ia,,"ZTF, ATLAS",,"ZTF, ATLAS",2022/11/27 5:48,18.72,r-ZTF,r-ZTF,,,ZTF22abxonqa,None,None,,
121101,SN,2022abwn,210.37535,19.998097222222224,0.056,,SN Ia,,ZTF,,ZTF,2022/11/26 13:01,19.89,r-ZTF,r-ZTF,,,ZTF22abxlqvc,None,None,,
121133,SN,2022abxs,167.20660833333332,54.73683888888889,0.064,,SN Ia,,ZTF,,ZTF,2022/11/27 11:29,19.07,r-ZTF,r-ZTF,,,ZTF22abxsocn,None,None,,
121172,SN,2022abzc,155.08733333333336,-40.39531111,0.01,,SN Ia,,"ATLAS, GaiaAlerts",,"ATLAS, GaiaAlerts",2022/11/29 6:30,18.606,orange-ATLAS,orange-ATLAS,,,ATLAS22bnen,None,None,,
121226,SN,2022acbe,110.96772083333335,46.56620833333333,0.067,,SN Ia,,"ALeRCE, ATLAS, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/11/27 8:42,19.8762,r-ZTF,r-ZTF,,,ZTF22abxhvfb,None,None,,
121245,SN,2022acbw,25.11055,0.19845,0.08,,SN Ia,,"ZTF, Pan-STARRS, ATLAS",,"ZTF, Pan-STARRS, ATLAS",2022/11/27 5:29,20.29,g-ZTF,g-ZTF,,,ZTF22abxxyup,None,None,,
121254,SN,2022accf,333.04425,17.209980555555553,0.039,,SN Ia,,"XOSS, Pan-STARRS, ATLAS, GaiaAlerts",,"XOSS, Pan-STARRS, ATLAS, GaiaAlerts",2022/11/30 13:18,18.1,Clear-,Clear-,,,XM91MZ,None,None,,
121329,SN,2022acfa,139.2375416666667,20.171566666666667,0.023,,SN Ia,,"ATLAS, Pan-STARRS, ZTF",,"ATLAS, Pan-STARRS, ZTF",2022/12/1 12:50,19.206,orange-ATLAS,orange-ATLAS,,,ATLAS22bnil,None,None,,
121351,SN,2022acfw,200.27826249999998,27.914838888888887,0.055951,,SN Ia,,ZTF,,ZTF,2022/11/26 12:11,19.19,g-ZTF,g-ZTF,,,ZTF18aavryhc,None,None,,
121363,SN,2022acgi,142.43640416666665,3.072705555555556,0.17,,SN Ia-CSM,,"ATLAS, Pan-STARRS",,"ATLAS, Pan-STARRS",2022/12/2 6:26,18.988,orange-ATLAS,orange-ATLAS,,,ATLAS22bnjy,None,None,,
121387,SN,2022achg,163.5952125,37.31347222222222,0.091,,SN Ia,,"ATLAS, ZTF",,"ATLAS, ZTF",2022/12/2 14:58,19.275,orange-ATLAS,orange-ATLAS,,,ATLAS22bnkv,None,None,,
121390,SN,2022achj,134.70002916666667,17.138716666666667,0.04873,,SN Ia,,"ZTF, Pan-STARRS, Fink, ATLAS",,"ZTF, Pan-STARRS, ATLAS",2022/11/30 8:23,19.33,g-ZTF,g-ZTF,,,ZTF22abyaood,None,None,,
121402,SN,2022achv,80.63595833333333,-21.58721944,0.049,,SN Ia,,"ATLAS, ZTF, GaiaAlerts, Pan-STARRS",,"ATLAS, ZTF, GaiaAlerts, Pan-STARRS",2022/12/1 4:16,18.97,orange-ATLAS,orange-ATLAS,,,ATLAS22bnlr,None,None,,
121440,SN,2022acjg,13.602458333333335,-15.60438056,0.036582001,,SN Ia,,"ATLAS, ALeRCE, YSE, GaiaAlerts",,"ATLAS, ZTF, Pan-STARRS, GaiaAlerts",2022/12/5 2:55,17.85,orange-ATLAS,orange-ATLAS,,,ATLAS22bnmi,None,None,,
121442,SN,2022acji,338.84197083333333,-8.386825,0.06,,SN Ia,,"Pan-STARRS, ATLAS",,"Pan-STARRS, ATLAS",2022/12/4 5:31,18.37,i-P1,i-P1,,,PS22mge,None,None,,
121444,SN,2022acjk,331.0293833333333,0.5856250000000001,0.0495,,SN Ia,,"Pan-STARRS, ZTF",,"Pan-STARRS, ZTF",2022/12/4 6:36,18.1,i-P1,i-P1,,,PS22mgg,None,None,,
121472,SN,2022ackm,159.08331249999998,44.700786111111114,0.024,,SN Ia,,"Pan-STARRS, ZTF, ATLAS",,"Pan-STARRS, ZTF, ATLAS",2022/12/2 14:18,20.13,w-P1,w-P1,,,PS22mht,None,None,,
121475,SN,2022ackp,25.431833333333334,-14.63351944,0.05,,SN Ia,,"ATLAS, ALeRCE",,"ATLAS, ZTF",2022/12/6 2:58,17.99,orange-ATLAS,orange-ATLAS,,,ATLAS22bnmp,None,None,,
121481,SN,2022ackv,53.7095,-9.846211111,0.031882,,SN Ia,,"ATLAS, GaiaAlerts",,"ATLAS, GaiaAlerts",2022/12/7 21:27,17.476,orange-ATLAS,orange-ATLAS,,,ATLAS22bnnc,None,None,,
121499,SN,2022acln,64.72465833333332,-10.86946667,0.062,,SN Ia,,"Pan-STARRS, ATLAS, ZTF",,"Pan-STARRS, ATLAS, ZTF",2022/12/1 10:06,18.73,w-P1,w-P1,,,PS22miw,None,None,,
121529,SN,2022acmr,30.664375,-7.039630556,0.047,,SN Ia,,"ZTF, ATLAS, Pan-STARRS, GaiaAlerts",,"ZTF, ATLAS, Pan-STARRS, GaiaAlerts",2022/11/30 5:18,20.54,g-ZTF,g-ZTF,,,ZTF22abyhqkt,None,None,,
121532,SN,2022acmu,61.40164583333333,-5.314013889,0.032524,,SN Ia,,"ZTF, ATLAS, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/12/9 6:37,18.8,r-ZTF,r-ZTF,,,ZTF22abyjewt,None,None,,
121559,SN,2022acnu,113.7131625,37.44084722222222,0.066,,SN Ia,,"ZTF, ATLAS, Pan-STARRS, Fink",,"ZTF, ATLAS, Pan-STARRS",2022/11/30 8:19,20.83,g-ZTF,g-ZTF,,,ZTF22abykjae,None,None,,
121622,SN,2022acqf,163.86807916666666,39.01958888888889,0.043761,,SN Ia,,"ALeRCE, ATLAS, Pan-STARRS, YSE",,"ZTF, ATLAS, Pan-STARRS",2022/12/9 10:25,18.1762,g-ZTF,g-ZTF,,,ZTF22abyjttn,None,None,,
121623,SN,2022acqg,17.507970833333335,-14.61234722,0.058,,SN Ia,,"ALeRCE, YSE, Fink",,"ZTF, Pan-STARRS",2022/12/9 3:33,18.09,g-ZTF,g-ZTF,,,ZTF22abyhxlj,None,None,,
121636,SN,2022acqt,5.631995833333333,7.930736111111111,0.091,,SN Ia,,"ZTF, ATLAS",,"ZTF, ATLAS",2022/12/1 4:06,19.67,g-ZTF,g-ZTF,,,ZTF22abylrge,None,None,,
121637,SN,2022acqu,20.10939583333333,-6.230861111,0.095,,SN Ia,,"ZTF, ATLAS",,"ZTF, ATLAS",2022/12/1 5:03,20.14,g-ZTF,g-ZTF,,,ZTF22abylpnv,None,None,,
121639,SN,2022acqw,151.28932916666668,-4.306058333,0.086,,SN Ia,,"ZTF, ATLAS",,"ZTF, ATLAS",2022/12/1 11:09,20.14,g-ZTF,g-ZTF,,,ZTF22abygkts,None,None,,
121642,SN,2022acqz,211.69168333333332,-10.35971667,0.035,,SN Ia,,ALeRCE,,ZTF,2022/12/10 13:06,17.9581,r-ZTF,r-ZTF,,,ZTF22abyopkf,None,None,,
121650,SN,2022acrh,216.6166,25.604850000000003,0.073,,SN Ia,,"ALeRCE, YSE",,"ZTF, Pan-STARRS",2022/12/10 12:22,18.5789,g-ZTF,g-ZTF,,,ZTF22abyokle,None,None,,
121652,SN,2022acrj,229.4516625,48.804094444444445,0.068,,SN Ia,,"ALeRCE, ATLAS",,"ZTF, ATLAS",2022/12/10 12:20,18.4944,g-ZTF,g-ZTF,,,ZTF22abyokjo,None,None,,
121653,SN,2022acrk,173.41783333333333,22.387055555555555,0.0496417991817,,SN Ia,,"ALeRCE, Pan-STARRS",,"ZTF, Pan-STARRS",2022/12/10 11:56,17.8832,r-ZTF,r-ZTF,,,ZTF22abyohxs,None,None,,
121657,SN,2022acro,158.95676666666668,12.202783333333333,0.037069,,SN Ia,,"ALeRCE, ATLAS, Pan-STARRS",,"ZTF, ATLAS, Pan-STARRS",2022/12/10 10:27,18.0402,g-ZTF,g-ZTF,,,ZTF22abynxyi,None,None,,
121659,SN,2022acrq,86.8945375,-25.54613056,0.042716,,SN Ia,,"ALeRCE, ATLAS",,"ZTF, ATLAS",2022/12/10 8:03,17.9969,r-ZTF,r-ZTF,,,ZTF22abyngnw,None,None,,
121662,SN,2022acrt,199.71151666666668,61.8936,0.054,,SN Ia,,"ALeRCE, ATLAS",,"ZTF, ATLAS",2022/12/9 10:49,19.0355,r-ZTF,r-ZTF,,,ZTF22abyknqs,None,None,,
